customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2244-QBKJX,Female,0,No,No,31,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,66.74,2091.0,No
5834-LNXOZ,Male,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),40.38,972.2,No
6891-DVGOJ,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.96,3012.26,No
7854-WFOWE,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.34,1453.29,No
1779-HJZSU,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),40.66,2911.99,No
7820-SLBIY,Female,0,No,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.69,21.42,No
9567-GLXCH,Female,0,No,Yes,21,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.57,1339.41,No
5715-UJLZG,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,109.56,5915.18,No
9436-SWNOI,Male,1,Yes,No,33,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,93.51,3075.84,No
4800-TQBCY,Female,1,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),100.27,1622.78,Yes
9957-VKBLL,Male,0,No,No,18,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,73.69,1344.28,Yes
1173-BEIYM,Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),110.01,4394.98,No
6733-ZHQTN,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,44.73,641.79,No
8339-OZOZK,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.18,5260.3,No
7065-BGVZN,Male,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,37.64,1046.73,No
5051-MQSUR,Male,0,No,No,25,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),90.62,2304.11,Yes
3825-HIYJY,Female,0,Yes,No,37,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.06,2322.8,No
6418-RBJIW,Male,0,No,No,7,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.29,588.74,No
3388-WXCNB,Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),41.04,1341.48,No
9910-UFRDN,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,98.94,7150.69,No
1972-ANRQL,Female,1,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,106.88,2744.19,Yes
7199-DIAIK,Female,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.57,1212.45,No
8936-OIDQD,Female,0,Yes,No,49,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,98.27,4795.79,No
2212-YHRAP,Female,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.26,3232.54,No
6066-KDZKM,Female,0,Yes,No,32,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,82.72,2663.26,No
7937-UYASF,Male,0,Yes,Yes,24,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),82.41,1978.97,No
3831-XCKTY,Female,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.94,2036.78,No
6071-QJGAO,Female,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.53,569.96,No
5758-IJPEC,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,110.52,7833.79,No
4739-PBDDT,Female,0,No,No,58,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),64.84,3758.37,No
3134-YGNBL,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.24,2307.7,No
5239-WVMBE,Male,0,No,No,38,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.77,2752.73,Yes
1193-ZHUUU,Female,1,No,No,45,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,106.32,4803.55,Yes
3463-KNDBQ,Female,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.34,1506.13,No
3004-HLSNY,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),104.69,3658.63,No
6066-MOXLH,Female,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.34,721.04,No
9724-KYMYS,Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,105.09,4756.98,No
5906-GKVZS,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.18,289.62,No
7724-STMXA,Female,0,Yes,No,11,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,92.48,1043.68,Yes
8982-ZASXZ,Male,1,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),86.88,6258.18,No
7409-UOJNN,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),110.35,1177.7,No
4920-WEMNU,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),95.53,5983.7,No
1628-HJJKF,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,97.87,1068.96,No
8917-RRFNE,Female,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),43.16,1088.84,Yes
3108-AFJEY,Male,0,No,Yes,27,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.37,1985.4,Yes
1934-BTALI,Female,0,No,No,7,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),58.81,404.73,No
4045-RQYWK,Female,0,No,No,42,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),108.87,4573.19,No
4989-MPWEL,Female,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.51,258.78,Yes
2768-SHWDS,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),46.38,362.63,No
8645-KRNGQ,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,45.28,360.5,No
9232-CADOV,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,93.88,277.52,Yes
9942-FDSJY,Male,1,No,Yes,51,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.99,4405.09,Yes
1055-KUBID,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,82.63,1483.56,No
4773-JDKHM,Female,1,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),114.55,2489.18,Yes
2060-RIAWM,Female,0,Yes,No,25,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),84.75,2136.85,No
7729-LNNIX,Male,0,Yes,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.99,378.54,No
6047-JPKZP,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,34.44,335.68,No
1005-RLJYL,Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),43.18,710.66,No
7653-NIQLW,Male,0,No,No,25,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,67.78,1689.04,No
4393-MSUQR,Male,0,No,No,10,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),81.41,817.22,No
1596-YEHNK,Female,1,No,Yes,18,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,88.86,1572.46,Yes
7765-PMIJR,Male,0,No,No,56,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),84.09,4733.2,No
4152-XPYQY,Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),108.91,1826.99,Yes
7580-IMQLW,Female,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),100.27,3735.53,No
6341-LKLRE,Male,0,No,No,41,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,86.14,3540.08,No
6785-XTGDB,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),93.91,425.93,No
6233-XJHXT,Female,0,Yes,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,72.52,3060.59,No
7817-ZWRZV,Female,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.5,2154.08,No
4920-TFHVF,Female,0,No,No,38,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,58.81,2258.33,Yes
4321-KWMJL,Male,0,No,No,20,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.8,1713.21,No
7885-JJOPV,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),39.72,312.16,No
2339-SERLQ,Female,0,No,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,677.43,No
2950-VKSJH,Male,0,Yes,No,18,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,91.51,1658.25,No
9044-BHHWA,Female,1,No,Yes,23,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,84.7,1980.24,Yes
8240-VWWGT,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,88.57,1162.59,No
8675-WUTZU,Male,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,117.41,2946.63,No
1516-TWXVG,Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.67,996.31,No
9184-MNXEI,Female,0,Yes,No,11,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,65.96,724.85,No
6422-PZEOM,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.6,1149.29,No
7507-WLVRA,Male,0,Yes,No,72,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,69.62,5019.75,No
3093-BHAWT,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,108.46,5857.07,No
2331-WWZFJ,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,92.78,6659.39,No
2276-QTFDX,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.86,563.49,No
4737-ENDTU,Female,1,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),101.49,1196.52,No
7137-PWDDO,Female,0,Yes,No,4,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.83,313.52,Yes
1314-SQAHA,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),101.41,2150.8,No
2911-ETBEK,Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,95.59,2190.58,No
2403-MWUSQ,Male,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.98,1002.51,No
1853-NZPNO,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,97.18,972.71,No
2535-RHSKK,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),120.0,3745.19,No
6625-PQVLL,Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.89,996.64,No
1022-SQYFP,Female,0,No,No,32,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),79.67,2550.69,No
7329-FVNQM,Male,0,Yes,Yes,37,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,74.59,2772.26,No
1529-MFBTG,Female,0,No,No,28,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),104.37,2922.75,No
8112-LLCXE,Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),103.28,5491.09,Yes
2445-SFXUD,Male,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.23,1098.77,No
6380-XTWZF,Male,0,Yes,No,27,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,78.63,2098.57,No
8974-SGWQQ,Male,1,Yes,Yes,15,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,103.18,1515.6,No
2298-LAQJE,Male,0,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.96,1684.58,No
7493-QLYTW,Male,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,103.48,746.83,No
7170-YXYOO,Female,0,No,No,46,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),92.13,4228.8,No
4561-CHUND,Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,109.1,1653.78,No
9127-PNAMD,Female,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),103.7,1237.46,Yes
9778-UINHM,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,112.84,925.77,Yes
8187-OVKOL,Female,1,Yes,Yes,14,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,77.98,1101.25,Yes
1243-BBSPS,Male,1,No,Yes,18,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),87.54,1612.22,No
2205-LQDJZ,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,104.04,6346.69,No
6102-URWEC,Female,0,No,No,15,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,67.4,1035.89,No
7696-NNODX,Female,0,No,No,70,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),96.69,6776.89,No
3569-GOOJI,Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.19,2036.2,No
1819-BDEZC,Male,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.37,2766.94,No
2495-TDXWW,Female,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.66,1528.52,No
6848-IDDYK,Female,0,No,Yes,6,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,113.83,706.75,Yes
5174-ASDIT,Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.3,1952.65,No
8361-XBUTP,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,91.0,541.18,Yes
2515-FDNWC,Female,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,105.78,1164.65,Yes
6530-GJNZQ,Male,1,No,No,18,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.52,1579.8,Yes
8919-GTJOW,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),102.94,1556.77,Yes
3039-TRNBT,Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,100.6,4870.98,Yes
3129-TDMLG,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),40.88,1753.75,No
8141-BBXTU,Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.5,900.72,Yes
4802-BGGXV,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,109.14,4255.75,No
6188-RWCQV,Female,1,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.52,1139.09,Yes
5111-ZUUCG,Female,0,No,No,26,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,75.8,1964.89,No
2299-IWFDR,Male,0,No,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,65.51,1267.3,Yes
3079-DTZCD,Female,1,No,Yes,13,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,115.77,1476.1,No
7354-HMIRA,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.23,32.19,No
1731-JFKBY,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),45.79,2162.43,No
6577-YFPEG,Female,1,No,No,14,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),84.03,1203.11,Yes
9276-DSOGK,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,103.22,1625.38,Yes
4603-DSHJW,Male,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),97.84,1394.38,No
9580-KZRNJ,Male,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,38.51,1282.01,No
5278-UTYAP,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,43.97,1672.75,No
6491-CJSSQ,Female,0,No,Yes,16,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.85,1213.85,Yes
9603-NFZSD,Male,0,No,No,27,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),82.75,2240.86,No
7836-XOLHJ,Female,1,Yes,No,17,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),77.61,1305.81,No
7555-POBIR,Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),41.33,1918.81,No
7393-ENUKU,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),116.3,3927.37,Yes
6894-PTACE,Male,0,Yes,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,76.78,207.28,Yes
7758-VCJLD,Female,1,Yes,No,37,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),97.39,3617.46,No
3645-RJAGX,Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,120.0,3363.44,No
4639-OPBXS,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),110.87,1329.69,Yes
2661-EOXSV,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,94.04,1065.19,Yes
8973-QKWQS,Male,0,No,Yes,43,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,93.66,4027.08,No
4978-LZJCM,Male,1,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.64,3980.83,No
9029-SMEQU,Male,1,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,43.62,1246.46,No
4955-YOAPC,Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),40.9,661.78,No
3479-NFNUK,Female,0,No,Yes,13,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,82.29,1083.71,No
4327-KGRBC,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.9,1187.49,No
9161-CFFWX,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),116.41,2360.17,Yes
1217-GGNIW,Male,0,No,No,53,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.79,4682.31,Yes
6527-BWFCG,Female,0,No,No,5,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),82.62,396.92,No
7361-KJQHB,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.54,2330.97,No
4211-BCJLG,Female,1,No,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),101.51,2037.05,Yes
4380-XTWMS,Male,0,No,No,34,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),93.31,3143.67,No
5720-ATSWC,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),103.33,1012.39,No
8866-STIFA,Female,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),120.0,2645.66,No
4393-UVEFG,Female,0,Yes,No,45,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),77.49,3481.48,No
8149-BOPZH,Male,0,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),41.8,1220.31,No
9215-AZIUJ,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),120.0,2050.38,Yes
4966-CDQIQ,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),104.17,1246.31,Yes
7501-CQVCW,Female,0,No,No,61,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),109.9,6648.26,No
4332-EPBJX,Male,1,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,69.28,464.29,Yes
1955-MHFGK,Female,1,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,41.41,2766.46,No
5446-ARSRE,Female,0,Yes,No,29,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),91.08,2636.02,No
5548-LKCTE,Female,0,No,No,23,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),108.87,2519.93,No
5030-IBXRZ,Female,0,Yes,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,86.95,4544.84,No
6690-AXKPJ,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,95.17,5020.68,No
8347-LTUGA,Female,1,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),104.27,2777.0,Yes
6962-MJMBA,Male,1,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,115.39,4039.86,No
1718-JRHVH,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,42.81,384.73,No
